row_idx,author,book,chapter,lemma_gr,lemma_en,edition_pages,chapter_gr,section_gr,var_par_prod_gr,entry_gr,var_par_prod_en,entry_en,book_no_gr,chapter_no_gr,cat,lemma_derived,derived_from
577,paul,7,3,σπαργάνιον,,2.261,,Σπαργάνιον,,Σπαργάνιον ξηραντικῆς καὶ τοῦτο δυνάμεώς ἐστιν.,,,,,,,
578,paul,7,3,σπάρτος,,2.261,,Σπάρτος,,"Σπάρτος, ᾧ τὰς ἀμπέλους δεσμοῦσι. τούτου ὁ καρπὸς καὶ τὸ ἄνθος ποθέντα σὺν μελικράτῳ ὀβολοὶ ε καθαίρει ἄνω, ὥσπερ ἐλλέβορος λευκός, ἀκινδύνως· ὁ δὲ καρπὸς καὶ κάτω καθαίρει, αἱ δὲ ῥάβδοι ἰσχιάδας ὠφελοῦσιν.",,,,,,,
579,paul,7,3,σπεκλάριον:σφεκλάριον,,2.261,,"Σπεκλάριον, οἱ δὲ διὰ τοῦ φ σφεκλάριον",,"Σπεκλάριον, οἱ δὲ διὰ τοῦ φ σφεκλάριον, ᾧ τινες ἀντὶ σφέκλων ἐν ταῖς θυρίσι χρῶνται (δι' ὃ καὶ διαφανὲς προσαγορεύεται), γυψῶδες ὑπάρχον τὴν οὐσίαν δύναμιν ἔχει παραπλησίαν τοῖς κεκαυμένοις ὀστράκοις.",,,,,,,alias_review
580,paul,7,3,σπόγγος,,2.261,,Σπόγγος,,"Σπόγγος ὁ μὲν καινὸς ἔτι διασώζων τὴν τῆς θαλάσσης ὀσμὴν ἐπιτιθέμενος σὺν ὕδατι ἢ οἴνῳ ἢ ὀξυκράτῳ τραύματα κολλᾷ· καυθεὶς δὲ δριμείας ἐστὶ δυνάμεως καὶ διαφορητικῆς, σὺν ἀσφάλτῳ δὲ ἢ ὑγρᾷ πίττῃ καιόμενος καὶ προστιθέμενος διάπυρος αἱμορραγίας ἵστησιν.",,,,,,,
581,paul,7,3,σπόδιον,,2.262,,Σπόδιον,,Σπόδιον παραπλησίας ἐστὶ δυνάμεως τῷ πομφόλυγι.,,,,,,,
582,paul,7,3,σταφυλῖνος,,2.262,,Σταφυλῖνος,,"Σταφυλῖνος οὖρά τε κινεῖ καὶ καταμήνια προτρέπει, μάλιστα τὸ σπέρμα καὶ ἡ ῥίζα· τὰ δὲ φύλλα ῥυπτικῆς ὄντα δυνάμεως τοῖς φαγεδαινικοῖς ἁρμόττει πάθεσιν χλωρὰ μετὰ μέλιτος. ὁ δὲ ἄγριος ἰσχυρότερος εἰς ἅπαντα τοῦ ἡμέρου.",,,,,,,
583,paul,7,3,στάχυς,,2.262,,Στάχυς,,Στάχυς ὁ παραπλήσιος τῷ πρασίῳ θάμνος θερμαίνει κατὰ τὴν τρίτην τάξιν· καταμήνια γοῦν κινεῖ καὶ ἔμβρυα κτείνει καὶ χόρια ἐκβάλλει.,,,,,,,
584,paul,7,3,στέατα,,2.262,,Στέατα,,"Στέατα πάντα μὲν ὑγραίνει τε καὶ θερμαίνει τὸ ἀνθρώπινον σῶμα, παρὰ δὲ τὴν διάφορον τῶν ζῴων κρᾶσιν ἡ δύναμις αὐτῶν ἐξαλλάττεται. τὸ μὲν οὖν τῶν ὑῶν ὑγρότατον ἁπάντων ἐστὶν ἐγγὺς ἐλαίῳ τὴν δύναμιν, ὅθεν καὶ δήξεις ἀμβλύνει· τὸ δὲ αἴγειον ξηρότερόν τε καὶ ταχέως πηγνύμενον, δι' ὃ καὶ τοῖς τὸ ἀπευθυσμένον δακνομένοις ἐνίεται· τὸ δὲ χήνειον θερμότερόν τε καὶ λεπτομερέστερόν ἐστιν, μεταξὺ δὲ τούτων τὸ τῶν ἀλεκτρυόνων τε καὶ ἀλεκτορίδων. τὸ δὲ τῶν λεόντων θερμότατον ἁπάντων καὶ λεπτομερέστατον, ὅθεν καὶ διαφορητικώτατον· τὸ δὲ τῶν βοῶν μεταξὺ τὴν κρᾶσίν ἐστιν τοῦ τε τῶν ὑῶν καὶ τῶν λεόντων· τὸ δὲ τῶν ἄρκων ἀλωπεκίας ἰᾶται, τὸ δὲ τῶν ἀλωπέκων ὠταλγίας, ὥσπερ οὖν τὸ τῶν ἐχιδνῶν ἄτριχόν τέ φασι καὶ ὑποχύσεις κωλῦον γενέσθαι. ἐν ἅπασι δὲ θερμότερον ἀεὶ καὶ ξηρότερον τὸ τῶν ἀρρένων ἐστὶ καὶ τούτων αὐτῶν τὸ τῶν ἐνόρχων μᾶλλον τοῦ τῶν ἐκτετμημένων τοὺς ὄρχεις καὶ τὸ τῶν ἀκμαζόντων τοῦ τῶν ἄλλων. χρονίζον δὲ ἅπαν στέαρ ἑαυτοῦ γίνεται θερμότερον.",,,,,,,
585,paul,7,3,στίμι,,2.262,,Στίμι,,Στίμι πρὸς τῷ ξηραίνειν ἔχει καὶ στῦψιν· ὅθεν καὶ τοῖς ὀφθαλμικοῖς μίγνυται κολλουρίοις.,,,,,,,
586,paul,7,3,στοιβῆς,,2.262,,Στοιβῆς,,"Στοιβῆς ὁ καρπὸς καὶ τὰ φύλλα ξηραίνει κατὰ τὴν τρίτην τάξιν στυπτικῆς ὄντα δυνάμεως· ὅθεν τραύματα μεγάλα κολλᾷ καὶ δυσεντερίας καὶ αἱμορραγίας καὶ ὦτα πυοροοῦντα τὸ ἀφέψημα αὐτῆς ὠφελεῖ, καὶ τὰς ἐκ πληγῆς τῶν ὀφθαλμῶν συγχύσεις ὀνίνησι καταπλασσόμενος.",,,,,,,
587,paul,7,3,στοιχάς,,2.262,,Στοιχὰς,,Στοιχὰς ἐκφράττει καὶ λεπτύνει καὶ ῥύπτει καὶ ῥωννύει τὰ σπλάγχνα πάντα καὶ ὅλην τοῦ ζῴου τὴν ἕξιν.,,,,,,,
588,paul,7,3,στρατιώτης,,2.262-263,,Στρατιώτης,,"Στρατιώτης ὁ μὲν ἔνυδρος ψυχρός ἐστι τὴν δύναμιν, ὁ δὲ χερσαῖος ἔχει καὶ στῦφον· ὅθεν ἕλκη τε κολλᾷ, τινὲς δὲ καὶ πρὸς αἱμορραγίας αὐτῷ χρῶνται καὶ πρὸς σύριγγας.",,,,,,,
589,paul,7,3,στρύχνον,,2.263,,Στρύχνον,,"Στρύχνον τὸ μὲν κηπευτικὸν καὶ ἐδώδιμον στύφει τε καὶ ψύχει κατὰ τὴν δευτέραν τάξιν, τὸ δὲ ἁλικάκκαβον παραπλήσιον τῷ κηπευτῷ τὸν καρπὸν οὐρητικὸν ἔχει ὅμοιον ὄντα ῥαγὶ σταφυλῆς. τοῦ δὲ ὑπνωτικοῦ στρύχνου τῆς ῥίζης ὁ φλοιὸς σὺν οἴνῳ 𐅻 πλῆθος πινόμενος ὑπνωτικὸς γίνεται, καὶ οὐρητικὸν ἔχει τὸ σπέρμα τρίτης ὢν τάξεως τῶν ψυχόντων· ὅθεν πλείω τῶν δεκαδύο κορύμβων πινομένη μανιώδης γίνεται. τὸ δὲ δὴ τέταρτον ἔνδοθεν ἄχρηστόν ἐστιν, ἔξωθεν δὲ καταπλασσόμενον ἕλκη νομώδη θεραπεύει δευτέρας ὂν τάξεως κατά τε τὸ ψύχειν καὶ ξηραίνειν.",,,,,,,
590,paul,7,3,στυπτηρία,,2.263,,Στυπτηρία,,"Στυπτηρία πᾶσα μὲν στρυφνοτάτη ἐστὶ καὶ παχυμερής, λεπτομερεστέρα δέ πώς ἐστι τῶν ἄλλων ἡ σχιστή, μετ' αὐτὴν δὲ ἡ στρογγύλη τε καὶ ἡ ἀστραγαλωτή, παχυμερὴς δὲ ἱκανῶς ἡ ὑγρὰ καὶ ἡ πλακῖτίς τε καὶ πλινθῖτις ὀνομαζομένη.",,,,,,,
591,paul,7,3,στύραξ,,2.263,,Στύραξ,,Στύραξ θερμαίνει μαλάττει συμπέττει· βῆχάς τε οὖν καὶ κατάρρους καὶ κορύζας ὀνίνησιν ἔμμηνά τε προτρέπει πινομένη καὶ προστιθεμένη.,,,,,,,
592,paul,7,3,σῦκα,,2.263,,Σῦκα,,"Σῦκα τὰ μὲν ξηρὰ θερμὰ τὴν δύναμίν ἐστιν κατὰ τὴν δευτέραν ἐγγὺς τάξιν, ἀλλὰ τὰ μὲν λιπαρὰ πέττει μᾶλλον τοὺς σκληροὺς ὄγκους, τὰ δὲ δριμύτερα ῥύπτει τε καὶ διαφορεῖ· τὸ δὲ ἀφέψημα αὐτῶν μελιτῶδες γεγονός, ὃ δὴ καὶ αὐτό τινες σίραιον προσαγορεύουσιν, παραπλήσιόν ἐστι καὶ τὴν δύναμιν μέλιτι. τὰ δὲ χλωρὰ τούτων ἀσθενεστέραν ἔχουσι τὴν δύναμιν· ἄμφω δὲ κοιλίαν ὑπάγει. τὰ δὲ τῶν ἐρινεῶν σῦκα δριμείας τε καὶ διαφορητικῆς εἰσι δυνάμεως, ὥσπερ καὶ τῶν ἡμέρων οἱ ὄλυνθοι.",,,,,,,
593,paul,7,3,συκῆ,,2.263-264,,Συκῆ,,"Συκῆ θερμῆς καὶ λεπτομεροῦς ἐστι κράσεως, ὥστε τὸν ὀπόν τε καὶ τῶν φύλλων τὸν χυλὸν μὴ δάκνειν μόνον ἢ ῥύπτειν σφοδρῶς, ἀλλὰ καὶ ἑλκοῦν καὶ ἀναστομοῦν καὶ μυρμηκίας ἐκβάλλειν· ἔστι δὲ καὶ καθαρτικόν. ἡ δὲ ἀγρία συκῆ, ἣν ἐρινεὸν καλοῦσιν, εἰς ἅπαντα τῆς ἡμέρου πλέον δύναται.",,,,,,,
594,paul,7,3,συκομόρου,,2.264,,Συκομόρου,,"Συκομόρου ὁ μὲν καρπὸς ἄτροφός τε καὶ κακοστόμαχός ἐστιν· ὁ δὲ ὀπὸς τοῦ δένδρου δύναμιν ἔχει μαλακτικὴν κολλητικὴν τραυμάτων διαφορητικὴν ὄγκων, πίνεται δὲ καὶ συγχρίεται πρὸς ἑρπετῶν δήγματα καὶ σπλῆνας ἐσκιρρωμένους καὶ στομάχου ἀλγήματα καὶ φρικώδη.",,,,,,,
595,paul,7,3,σύμφυτον,,2.264,,Σύμφυτον,,"Σύμφυτον τὸ μὲν πετραῖον ἐξ ἐναντίων σύγκειται δυνάμεων· ἔχει μὲν γάρ τι καὶ τμητικόν, ᾧ καὶ τὸ ἐν θώρακι πῦον καὶ τοὺς νεφροὺς ἐκκαθαίρει, ἔχει δέ τι καὶ συνακτικόν, ᾧ καὶ πρὸς αἱμοπτυικοὺς καὶ σπάσματα καὶ ῥήγματα καὶ ῥοῦν ἐρυθρὸν καὶ ἐντεροκήλας ἁρμόττει, ἔχει δὲ καί τινα θερμὴν ὑγρότητα, δι' ἣν ἄδιψόν τέ ἐστι καὶ τὰς ἐν ἀρτηρίᾳ τραχύτητας ἰᾶται. τὸ δὲ ἕτερον τὸ μέγα γλίσχρον τι καὶ κνησμῶδες ἔχει σκίλλῃ παραπλήσιον, χρῶνται δὲ αὐτῷ, εἰς ὅσα καὶ τῷ πετραίῳ.",,,,,,,
596,paul,7,3,σφονδυλίου,,2.264,,Σφονδυλίου,,"Σφονδυλίου ὁ μὲν καρπὸς καὶ ἡ ῥίζα δριμείας εἰσὶ καὶ τμητικῆς δυνάμεως, ὡς ἀσθματικούς τε καὶ ἐπιληπτικοὺς καὶ ἴκτερον ἰᾶσθαι. ἡ δὲ ῥίζα περιεξεσμένη καὶ σύριγξιν ἐντεθεῖσα ἐκτυλοῖ αὐτάς· εἰς δὲ τὰς κοιλίας ὁ χυλὸς τοῦ ἄνθους αὐτῆς ἐνστάζεται χρονιωτάτοις ἕλκεσιν ἁρμόττων.",,,,,,,
597,paul,7,3,σχῖνος,,2.264,,Σχῖνος,,"Σχῖνος κατὰ πάντα τὰ μέρη αὐτοῦ ξηραίνει μὲν δευτέρας τάξεως πληρουμένης, ἐν δὲ τῷ θερμαίνειν καὶ ψύχειν μέσος ἐστὶ στύφων εἰς τοσοῦτον, ὡς ἐγγὺς εἶναι κατά γε τὴν στῦψιν τῷ τῆς ὑποκίστεως χυλῷ.",,,,,,,
598,paul,7,3,σχοίνου ἄνθος,,2.264,,Σχοίνου ἄνθος,,"Σχοίνου ἄνθος θερμαίνει μετρίως, ἧττον δὲ στύφει, καὶ τῆς λεπτομεροῦς οὐκ ἀπήλλακται φύσεως· ὅθεν οὐρητικόν τέ ἐστι καὶ καταμηνίων ἀγωγὸν καὶ ἐκφρακτικὸν ἐν πυρίαις τε καὶ πόμασι καὶ καταπλάσμασιν παραλαμβανόμενον. ἔστι δ' αὐτοῦ στυπτικωτέρα μὲν ἡ ῥίζα, τὸ δ' ἄνθος θερμότερον.",,,,,,,
599,paul,7,3,σχοῖνος ἑλεία,,2.264,,Σχοῖνος ἑλεία,,"Σχοῖνος ἑλεία διττή ἐστιν· ἀλλὰ τῆς μὲν ὀξυσχοίνου καλουμένης ὁ καρπὸς ὑπνωτικός ἐστι, τῆς δὲ ὁλοσχοίνου ἧττον· ἔστι δὲ καὶ κεφαλαλγής. ἄμφω δὲ φρυγέντες μετ' οἴνου πινόμενοι τὰ κατὰ τὴν γαστέρα ξηραίνουσι ῥεύματα καὶ ῥοῦν γυναικεῖον ἐπέχουσιν.",,,,,,,
600,paul,7,3,σῶρι,,2.265,,Σῶρι,,Σῶρι παραπλησίας ἐστὶ τῷ μίσυι δυνάμεως παχυμερέστερον ὑπάρχον ἐκείνου πολλῷ.,,,,,,,
601,paul,7,3,ταρίχου,,2.265,,Ταρίχου,,Ταρίχου ἡ σὰρξ δριμείας ἐστὶ καὶ ξηραντικῆς δυνάμεως· τοῖς μὲν οὖν ὑπὸ πρηστῆρος ἢ ἐχίδνης δηχθεῖσιν δίδοται ὡς ὅτι πλεῖστον φαγεῖν καὶ οἶνον πίνειν εἰς πλῆθος καὶ ἐξεμεῖν εἴς τε τὰς δριμυφαγίας ἁρμόττει. καταπλάσσεται δὲ καὶ ἐπὶ κυνοδήκτων ὠφελίμως καὶ ἄλλων ἑρπετῶν.,,,,,,,
602,paul,7,3,ταυροκόλλα:ξυλοκόλλα,,2.265,,"Ταυροκόλλα, οἱ δὲ ξυλοκόλλα",,"Ταυροκόλλα, οἱ δὲ ξυλοκόλλα, ἐκ τῶν βοείων βυρσῶν γινομένη ῥυπτικῆς ἱκανῶς ἐστι δυνάμεως· ὅθεν ὄξει διηθεῖσα λειχῆνας καὶ λέπρας τὰς ἐπιπολαίους ἀφίστησι καὶ τὰ πυρίκαυτα φλεγμῆναι κωλύει ὕδατι θερμῷ ἀνεθεῖσα. ἔστι δὲ καὶ τραυματικὴ ὀξυμέλιτι λυομένη.",,,,,,,alias_review
603,paul,7,3,τελλῖναι,,2.265,,Τελλῖναι,,"Τελλῖναι ταριχηραὶ καυθεῖσαι καυστικὴν ἐργάζονται τέφραν, ἥτις μιγνυμένη κεδρίᾳ τῶν τριχῶν τῶν βλεφαριτίδων ἐκ ῥίζης ἐκτιλθεισῶν ἐνσταζομένη κωλύει πάλιν φύεσθαι.",,,,,,,
604,paul,7,3,τέρμινθος,,2.265,,Τέρμινθος,,"Τέρμινθος θερμαίνει κατὰ τὴν δευτέραν τάξιν, ξηραίνει δὲ χλωρὸς μὲν ὢν πρώτης τάξεως, ξηρὸς δὲ δευτέρας. ὁ δὲ καρπὸς ὁ ξηρὸς τῆς τρίτης τάξεώς ἐστι τῶν ξηραινόντων· ταῦτ' ἄρα καὶ οὐρητικός ἐστι καὶ σπλῆνας ὀνίνησιν.",,,,,,,
605,paul,7,3,τέττιγας,,2.265,,Τέττιγας,,"Τέττιγας οἱ μὲν ὠμοὺς ξηράναντες διδόασι τοῖς κωλικοῖς πίνειν ἢ γ ἢ ε ἢ ζ μετὰ πεπέρεως ἴσων κόκκων ἀριθμῷ, οἱ δὲ ὀπτῶντες αὐτοὺς παρέχουσι πίνειν τοῖς τὴν κύστιν πεπονθόσιν.",,,,,,,
606,paul,7,3,τεῦτλον,,2.265,,Τεῦτλον,,"Τεῦτλον νιτρῶδές ἐστιν, ὅθεν καὶ ῥύπτει καὶ διαφορεῖ καὶ διὰ ῥινῶν καθαίρει, πλέον δὲ τὸ λευκόν. ἑψηθὲν ἀφλεγμάντον γίνεται δυνάμεως ἀτρέμα διαφορητικῆς.",,,,,,,
607,paul,7,3,τεύκριος,,2.265,,Τεύκριος,,"Τεύκριος θερμαίνει μὲν κατὰ τὴν δευτέραν τάξιν, ξηραίνει δὲ κατὰ τὴν τρίτην, τμητικῆς τε καὶ λεπτομεροῦς ὑπάρχουσα δυνάμεως· ὅθεν καὶ σπλῆνας ἰᾶται.",,,,,,,
608,paul,7,3,τέφρα,,2.265-266,,Τέφρα,,"Τέφρα οὐχ ἅπασα τὴν αὐτὴν ἀκριβῶς ἔχει κρᾶσιν, ἀλλὰ κατὰ τὴν τῆς καυθείσης ὕλης διαφορὰν ἐξαλλάττεται. ἡ μὲν δὴ τῶν στρυφνῶν τέφρα, οἷον δρυῶν τε καὶ πρίνων, στυπτικὸν οὐκ ὀλίγον ἔχει, ὥστε καὶ αἱμορραγίαν ἐπέχειν μηδενὸς ἑτέρου παρόντος· ἡ δὲ τῶν δριμέων, οἷον συκῆς τε καὶ τιθυμάλλου, καὶ ἡ τέφρα δριμυτέρα τε καὶ ῥυπτικωτέρα γίνεται.",,,,,,,
609,paul,7,3,τηλέφιον,,2.266,,Τηλέφιον,,"Τηλέφιον θερμαίνει μὲν κατὰ τὴν πρώτην τάξιν, ξηραίνει δὲ κατὰ τὴν δευτέραν, ἔστι δὲ καὶ ῥυπτικόν· ὅθεν καὶ πρὸς τὰ σηπεδονώδη τῶν ἑλκῶν ἁρμόττει καὶ λεύκας καὶ ἀλφοὺς ἰᾶται σὺν ὄξει.",,,,,,,
610,paul,7,3,τῆλις,,2.266,,Τῆλις,,"Τῆλις θερμὴ μὲν ἐκ τῆς δευτέρας ἐστὶ τάξεως, ξηραίνει δὲ ἐκ τῆς πρώτης· ὅθεν τὰς μὲν ζεούσας φλεγμονὰς παροξύνει, τὰς δὲ ἧττον θερμὰς καὶ ὅσαι σκιρρώδεις διαφοροῦσα θεραπεύει.",,,,,,,
611,paul,7,3,τιθύμαλλοι,,2.266,,Τιθύμαλλοι,,"Τιθύμαλλοι πάντες μὲν ἐκ τῆς τετάρτης εἰσὶ τῶν θερμαινόντων τάξεως μετὰ δριμύτητος καὶ πικρότητος ἰσχυρᾶς, ἀλλ' ἡ μὲν ῥίζα ἀσθενεστέρα πως οὖσα ἡψημένη σὺν ὄξει τὰ τῶν βεβρωμένων ὀδόντων ἀλγήματα παύει, οἱ δὲ ὀποὶ σφοδροτέραν ἔχοντες δύναμιν εἰς μὲν τὸ τρῆμα τῶν ὀδόντων ἐντίθενται, τοῦ δὲ ἄλλου σώματος ἐὰν ἅψωνται, ἐπικαίουσιν αὐτό· δι' ὃ καὶ τρίχας ἀφαιροῦσι περιχριόμενοι ἐπ' ὀλίγον καὶ μυρμηκίας καὶ ἀκροχορδόνας καὶ τὰ τοιαῦτα ἀφαιροῦνται καὶ τὰ περὶ τὸ δέρμα πάθη ἀπορρύπτουσι καὶ τὰ κακοήθη καὶ φαγεδαινικὰ τῶν ἑλκῶν ἰῶνται. ἑπτὰ δὲ ὄντων ἰσχυρότατοι μέν εἰσιν ὅ τε χαρακίας καὶ ὁ μυρσινίτης καὶ ὁ ἐν ταῖς πέτραις ὁ δενδροειδής, ἐφεξῆς δέ ἐστιν ὅ τε τῇ φλόμῳ προσεοικὼς καὶ ὁ κυπαρισσίας, εἶθ' οὕτως ὁ παράλιος, εἶτα ὁ ἡλιοσκόπιος.",,,,,,,
612,paul,7,3,τίτανος,,2.266,,Τίτανος,,"Τίτανος ἡ μὲν ἄσβεστος καίει σφοδρῶς, ὥστε καὶ ἐσχαροῦν, σβεςθεῖσα δὲ παραχρῆμα μὲν ἐσχαροῖ, μεθ' ἡμέρας δὲ οὐκέτι, θερμαίνει δ' ὅμως καὶ διατήκει τὰς σάρκας. εἰ δὲ πλυθείη, ἄδηκτος γίνεται, καὶ μάλιστα, εἰ πλεονάκις πλυθείη. διαφορητικὴ δὲ ἱκανῶς γίνεται θαλάσσῃ πλυθεῖσα.",,,,,,,
613,paul,7,3,τραγάκανθα,,2.266,,Τραγάκανθα,,Τραγάκανθα παραπλησίαν τῷ κόμμι δύναμιν ἔχει.,,,,,,,
614,paul,7,3,τράγιον,,2.266,,Τράγιον,,"Τράγιον φυτόν ἐστιν ἐν Κρήτῃ σχίνῳ παραπλήσιον θερμὸν τῆς τρίτης τάξεως ἑλκτικῆς τε καὶ διαφορητικῆς καὶ λεπτομεροῦς ὑπάρχον δυνάμεως· σκόλοπάς τε οὖν ἀνάγει καὶ λίθους θρύπτει καὶ καταμήνια κινεῖ δραχμῆς ὁλκὴ πινομένη. τὸ δ' ἄλλο τὸ τούτου μικρότερον σκολοπενδρίῳ προσεοικὸς φύεται μὲν πολλαχόθι, στυπτικὸν δὲ ἱκανῶς ἐστιν· ὥστε πρὸς τὰ ῥοώδη τῶν παθῶν ἁρμόττει.",,,,,,,
615,paul,7,3,τραγορίγανος,,2.267,,Τραγορίγανος,,Τραγορίγανος ὀριγάνῳ τὴν δύναμιν ἔοικε προσειληφυῖά τι καὶ στύψεως.,,,,,,,
616,paul,7,3,τράγος ὁ σιτώδης,,2.267,,Τράγος ὁ σιτώδης,,"Τράγος ὁ σιτώδης παραπλήσιός ἐστι ζειᾷ, δύσπεπτος δὲ μᾶλλον καὶ κοιλίας μαλακτικός.",,,,,,,
617,paul,7,3,τρίβολος,,2.267,,Τρίβολος,,"Τρίβολος ψύχει μετρίως· ἀλλ' ὁ μὲν χερσαῖος μετὰ τοῦ ξηραίνειν ἰσχυρῶς ἐστιν, ὁ δὲ ἔνυδρος ἠρέμα καὶ ὑγραίνει, ἄμφω δὲ πρός τε τὰς γενέσεις τῶν φλεγμονῶν καὶ τὰς ἄλλας ἐπιρροίας ἁρμόττουσι· τοῦ δὲ χερσαίου λεπτομερὴς ὁ καρπὸς ὑπάρχων τοὺς ἐν νεφροῖς λίθους θρύπτει.",,,,,,,
618,paul,7,3,τρίγλη,,2.267,,Τρίγλη,,"Τρίγλη ὁ ἰχθὺς συνεχῶς ἐσθιομένη ἀμβλυωπίας ἐργάζεται, ὠμὴ δὲ ἀνασχισθεῖσα καὶ ἐπιτεθεῖσα θαλαττίου δράκοντος καὶ σκορπίου καὶ δρακαίνης ἰᾶται δῆγμα.",,,,,,,
619,paul,7,3,τριπολίου,,2.267,,Τριπολίου,,Τριπολίου ἡ ῥίζα θερμὴ τὴν δύναμίν ἐστιν κατὰ τὴν τρίτην ἀπόστασιν καὶ δριμεῖα.,,,,,,,
620,paul,7,3,τρίχες,,2.267,,Τρίχες,,Τρίχες κεκαυμέναι παραπλησίας εἰσὶ τοῖς κεκαυμένοις ἐρίοις δυνάμεως.,,,,,,,
621,paul,7,3,τρυγόνος θαλασσίας κέντρον,,2.267,,Τρυγόνος θαλασσίας κέντρον,,Τρυγόνος θαλασσίας κέντρον ἐπικρουόμενον ὀδόντι ἀσθενεῖ θρύπτει αὐτὸν καὶ ἐκπεσεῖν ποιεῖ.,,,,,,,
622,paul,7,3,τρὺξ οἴνου,,2.267,,Τρὺξ οἴνου,,"Τρὺξ οἴνου ἡ μὲν ἄκαυστος σύνθετός ἐστιν ἱκανῶς ξηραίνουσα καὶ διαφοροῦσα, τὸ δὲ στῦφον αὐτῇ πρὸς τὴν ἰδέαν τοῦ οἴνου, ἐξ οὗ συνέστη, προσγίνεται· χρηστέον οὖν αὐτῇ ἔν τε τοῖς ὑγροτέροις καὶ ῥοώδεσι τῶν παθῶν, καὶ φύγεθλα δὲ διαφορεῖ καὶ μαστῶν σπαργώντων τὸ γάλα σβέννυσιν. ἡ δὲ κεκαυμένη, ἣν δὴ καὶ σφέκλην καλοῦσιν, καυστικὴ γίνεται, ὥστε καὶ τοῖς καυστικοῖς αὐτὴν ἐπιμίγνυσθαι φαρμάκοις· ὄνυχας οὖν λεπροὺς ἐκβάλλει σὺν ῥητίνῃ καὶ τρίχας ξανθίζει μετὰ σχινίνου ἐλαίου νύκτα ὅλην συγχρεσθεῖσα. πεπλυμένη δὲ ταῖς τῶν ὀφθαλμῶν ῥυπτικαῖς μίγνυται δυνάμεσιν. ἡ δὲ τοῦ ὄξους ἰσχυροτέρα κατὰ πάντα τῆς τοῦ οἴνου καὶ στυπτικωτέρα ἐστίν.",,,,,,,
623,paul,7,3,τρωγλοδύτης,,2.267,,Τρωγλοδύτης,,Τρωγλοδύτης στρουθίον ἐστὶν πάντων ὄρνεων μικρότερον πλὴν τοῦ λεγομένου βασιλίσκου ἐν φραγμοῖς μάλιστα διαιτώμενον· ὅπερ ὀπτόν τε καὶ ὠμὸν τεταριχευμένον ἐσθιόμενον τοὺς ἐν νεφροῖς λίθους θρύπτει· καὶ καυθέντος δὲ αὐτοῦ ἡ τέφρα πινομένη τὸ αὐτὸ δρᾷ.,,,,,,,
624,paul,7,3,τυρός,,2.268,,Τυρὸς,,"Τυρὸς ὁ μὲν νεοπαγὴς καὶ μαλακὸς ἀποκρουστικὴν ἔχει δύναμιν ἐμψύχων ἀτρέμα, ὥστε καὶ τραύματα κολλᾶν ἐπιτιθέμενος, ὁ δὲ ὀξυγαλάκτινος λεγόμενος πρὸς ταύτῃ καὶ διαφορητικὴν ἐπικτᾶται βραχεῖαν καὶ πλέον κολλᾷ τὰ τραύματα. ὁ δὲ παλαιὸς καὶ μᾶλλον ὁ λιπαρὸς διαφορητικός τε καὶ δριμύς ἐστιν καὶ ῥηκτικός· ὥστε καὶ πρὸς ἀρθριτικῶν πώρους ἁρμόττει, μάλιστα μετὰ ἀφεψήματος ὑείου κρέως ταριχηροῦ τε καὶ λιπαροῦ.",,,,,,,
625,paul,7,3,ὑακίνθου,,2.268,,Ὑακίνθου,,"Ὑακίνθου ἡ μὲν ῥίζα βολβοειδὴς ὑπάρχουσα τάξεώς ἐστι πρώτης μὲν ἐν τῷ ξηραίνειν, ἐν δὲ τῷ ψύχειν δευτέρας· ἀνήβους γοῦν τοὺς παῖδας ἐπὶ πολὺ τηρεῖν πεπίστευται σὺν οἴνῳ καταπλασσομένη. ὁ δὲ καρπὸς ἀτρέμα ῥύπτει τε καὶ στύφει· τοῖς ἰκτερικοῖς γοῦν δίδοται σὺν οἴνῳ, ξηραίνων μὲν μᾶλλον, ἧττον δὲ ψύχων.",,,,,,,
626,paul,7,3,ὕαλος,,2.268,,Ὕαλος,,Ὕαλος λεία πινομένη μετ' οἴνου λεπτοῦ καὶ λευκοῦ τοὺς ἐν κύστει λίθους θρύπτειν λέγεται.,,,,,,,
627,paul,7,3,ὕδνα,,2.268,,Ὕδνα,,Ὕδνα γεωδεστέραν οὐσίαν κέκτηνται μετά τινος δυνάμεως βραχείας λεπτομεροῦς.,,,,,,,
628,paul,7,3,ὑδράργυρος,,2.268,,Ὑδράργυρος,,Ὑδράργυρος εἰς μὲν ἰατρικὴν χρείαν οὐ πάνυ τι φέρεται δηλητήριον ὄν· τινὲς δὲ καύσαντες αὐτὸν ὡς τεφρωθῆναι καὶ μίξαντες ἑτέροις εἴδεσιν ἐπὶ κωλικῶν τε καὶ τῶν εἰλεωδῶν ἐδίδοσαν πιεῖν.,,,,,,,
629,paul,7,3,ὑδροπέπερι,,2.268,,Ὑδροπέπερι,,"Ὑδροπέπερι θερμόν ἐστι βοτάνιον, ἀλλ' οὐχ ὡς πέπερι, χλωρὸν δὲ μετὰ τοῦ καρποῦ καταπλασσόμενον ὑπώπιά τε καὶ τοὺς ἐσκιρρωμένους ὄγκους διαφορεῖ.",,,,,,,
